input_text,target_gloss
gleichzeitig gelangt von südwesten mildere luft nach deutschland die temperaturen steigen leicht an,GLEICH DEUTSCHLAND HERBST MILD LUFT KOMMEN ES-BEDEUTET TEMPERATUR HOCH
morgen hält sich im osten und süden teilweise zäher nebel oder hochnebel,MORGEN SUEDOST TEIL HAUPTSAECHLICH NEBEL
im übrigen land setzt sich die sonne durch später wird es ganz im osten sowie im äußersten westen etwas wolkiger,NORDWEST SONNE OST EINIGE WOLKE
heute nacht kühlt es ab auf werte zwischen plus fünf grad an der nordsee und minus sieben im allgäu,NACHT TEMPERATUR KUEHL PLUS FUENF IX MINUS SIEBEN ALPEN
morgen reichen die höchsttemperaturen von sieben grad im vogtland bis vierzehn grad im breisgau,MORGEN STEIGEN TEMPERATUR SIEBEN VOGEL LAND IX VIERZEHN REGION IX
die aussichten am mittwoch hält das freundliche wetter verbreitet an nur im westen kann es etwas regnen,IM-VERLAUF MITTWOCH WEITER FREUNDLICH NUR WEST BISSCHEN REGEN
am donnerstag nehmen die wolken zu regen fällt im süden und westen,DONNERSTAG WOLKE KOMMEN SPEZIELL SUED WEST
der freitag wird dann überall recht wechselhaft,FREITAG WECHSELHAFT
guten abend liebe zuschauer,GUT ABEND LIEB ZUSCHAUER BEGRUESSEN
ja heute nachmittag sind schon diese heftigen gewitter sie sehen es hier an diesen starken regenechos nach norden weitergezogen und haben dann unwetter schon über schleswig holstein gebracht,NACH MITTAG GEWITTER ZONE REGEN GEWITTER ENORM KOMMEN DANN SONST REGION
jetzt aber geht es weiter in der mitte von deutschland heftige gewitter die sich aufbauen und dabei auch noch neue gewitter jetzt die alpen verlassen,JETZT KOMMEN MITTE KOMMEN REGEN GEWITTER DRUCK KOMMEN AUCH NEU GEWITTER KOMMEN ALPEN IM-MOMENT NOCH
dreißig grad haben wir zur zeit noch südlich von berlin zweiundzwanzig grad in köln das ist der temperaturunterschied,REGION DREISSIG GRAD ZWEI ZWANZIG GRAD KOELN REGION IX WIEDER ENORM
und diese trockene luft die kommt langsam nach osten voran,DANN TROCKEN LUFT DRUCK OST KOMMEN
heute nacht nur zögernd da haben wir noch die heftigen gewitter die weiter nach norden ziehen sich dann abschwächen in der zweiten nachthälfte,NACHT LANGSAM REGEN GEWITTER NORD KOMMEN AUFLOESEN
im westen beruhigt sich später das ganze und wir haben wahrscheinlich jetzt in den nächsten stunden auch noch ein paar gewitter oben an der nordseeküste zu erwarten,WEST IM-VERLAUF AUFLOESEN WAHRSCHEINLICH JETZT IN-KOMMEND STUNDE NORD GEWITTER WAHRSCHEINLICH
morgen dann immer noch regen im osten und auch vielleicht einzelne gewitter,MORGEN NOCH REGEN OST VIELLEICHT IX GEWITTER
am vormittag aber im westen ist eine richtig wunderbare luft schon da,ABER WEST SONNE LUFT SAGEN BESONDERS
also sonne und wolken wechseln sich ab die luft ist trockener da regnet es auch nicht mehr,SONNE WOLKE WECHSELHAFT TROCKEN AUCH REGEN NICHT-MEHR
und am nachmittag haben wir chancen dass diese luft langsam auch berlin erreicht,NACH MITTAG DANN LUFT KOMMEN DESHALB KOMMEN BERLIN
es gibt dann nur noch vereinzelt am nachmittag mal irgendwo im osten schauer oder gewitter auch am alpenrand,IX NUR TEILWEISE NACH MITTAG OST REGEN GEWITTER BISSCHEN SUED
und es ist ein bisschen kühler es ist erträglicher es sind fünfundzwanzig bis dreißig grad noch an nord und ostsee naja da haben luft und wasser dieselbe temperatur zwanzig bis zweiundzwanzig grad,ABER KUEHL REGEN MEHR AUSHALTEN KOENNEN FUENF ZWANZIG BIS DREISSIG GRAD NORDWEST AEHNLICH LUFT WASSER DASSELBE TEMPERATUR ZWANZIG BIS ZWEI ZWANZIG GRAD
aber dann geht ja schon wieder los mit der hitze am mittwoch schon wieder bis zu sechsunddreißig grad,UND-DANN WIEDER BERGAUF SONNE MITTWOCH BIS SECHS DREISSIG GRAD
auch am donnerstag und am freitag sonnig heiß und ab und zu mal regenschauer oder gewitter,DONNERSTAG AUCH FREITAG AUCH SONNE HEISS SCHEINEN UND REGEN DABEI
ihnen noch einen schönen abend und machen sie es gut,SCHOEN ABEND MACHEN GUT MITTEILEN
und nun die wettervorhersage für morgen montag den zweiundzwanzigsten august,JETZT WETTER WIE-AUSSEHEN MORGEN MONTAG ZWEI ZWANZIG AUGUST
morgen gibt es drei wetterzonen in deutschland,MORGEN DREI ZONE
dem süden beschert ein balkanhoch verbreitet sonne der norden gerät unter den einfluss eines hochs über england und der mitte bringen tiefs über schweden und frankreich schauerwolken,SUED BERG HOCH VIEL SONNE NORD TIEF HOCH MITTE KOMMEN REGEN
im norden meist freundlich und auch im süden scheint die sonne,NORD MEHR FREUNDLICH ALS SUED IX SONNE
vereinzelt sind dort hitzegewitter möglich,ORT KOENNEN IX HEISS GEWITTER KOENNEN
von gewitterböen abgesehen weht der wind morgen schwach bis mäßig an der ostsee auch frisch,WIND GEWITTER KOENNEN WIND NORDWEST WIND LEICHT MAESSIG NORD FRISCH
am oberrhein heute nacht bis einundzwanzig im emsland zwölf grad,FLUSS NACHT EINS ZWANZIG GRAD REGION ZWOELF GRAD
morgen temperaturen von zwanzig grad an der see bis fünfunddreißig im breisgau,MORGEN ZWANZIG KUESTE NORD FUENF DREISSIG BERG
am dienstag im norden und westen zeitweise dichte wolken mit schauern und gewittern,DIENSTAG NORDWEST WOLKE REGEN
im osten und süden meist freundlich vereinzelt hitzegewitter lokal sind unwetter möglich,SUEDOST FREUNDLICH KOENNEN ORT GEWITTER HEISS GEWITTER KOENNEN UNWETTER DABEI
am mittwoch nimmt die gewitter und unwettergefahr überall zu,MITTWOCH IX MEHR GEWITTER GEFAHR REGEN STURM KOENNEN
ähnliches wetter auch am donnerstag,DONNERSTAG GLEICH
liebe zuschauer guten abend,LIEB ZUSCHAUER POSS-EUCH GUT ABEND
die kommende woche wird winterlich von tag zu tag ein bisschen mehr,IN-KOMMEND WOCHE ENORM PASSEN GEFRIEREN KALT FOLGE
da kann sich die kaltluft aus dem norden weiter nach mittel und auch nach westeuropa vorarbeiten,IX KALT NORD KOMMEN
schon heute nacht haben wir es mit schnee und mit regen zu tun im nordosten noch regen nach süden hin zum teil auch schnee dabei die schneefallgrenze sinkt auf rund dreihundert meter in der nacht,HEUTE NACHT SCHON SCHNEE REGEN REGION NORD REGEN REGION SCHNEE UNGEFAEHR DREIHUNDERT METER
morgen stürmischer wind an den küsten,MORGEN IX STURM
im nordosten zum teil noch regen,REGION REGEN
zum abend kann aber auch dort schnee dabei sein im nordwesten mal ab und zu ein paar sonnenstrahlen sonst gibt es immer wieder mal schnee oder auch regenschauer,UMWANDELN SCHNEE NORDWEST SONNE WAHRSCHEINLICH DABEI DANN SCHNEE REGEN
die höchsttemperaturen nur ein bis sechs grad und die nächsten tage werden noch kälter,TEMPERATUR EINS BIS SECHS GRAD IN-KOMMEND DANN ENORM KALT
ab donnerstag wird es auch tagsüber verbreitet dauerfrost geben und wenn dann was vom himmel kommt dann wird es auf jeden fall schnee sein,AB DONNERSTAG TAGSUEBER DURCHGEHEND SCHNEE FROST DANN KOMMEN AUF-JEDEN-FALL SCHNEE
jetzt wünsche ich ihnen noch einen schönen abend,SCHOEN ABEND MACHEN GUT TSCHUESS
der hohe luftdruck wird morgen auch im süden deutschlands schwächer,LUFT DRUCK HOCH KOMMEN SUED BISSCHEN SCHWACH
zunehmend beeinflussen tiefs unser wetter,KOMMEN MEHR HOCH KOMMEN
sonst regnet oder nieselt es hier und da,MOEGLICH REST BISSCHEN REGEN
am tag im süden sonne wolken und nebel sonst viele wolken,TAG SUED SONNE WOLKE NEBEL ABER VIEL REGION WOLKE
im süden schwacher wind sonst weht er teilweise mäßig an der nordsee auch frisch,SUED LEICHT WEHEN REST NUR WEHEN NORD BISSCHEN FRISCH WEHEN
heute nacht zehn grad in ostfriesland und bis minus zwei grad im süden,HEUTE NACHT NORDWEST ZEHN GRAD MINUS ZWEI SUED
am tag sieben grad im vogtland und bis vierzehn grad am niederrhein,TAG SIEBEN GRAD REGION V REGION VIERZEHN GRAD FLUSS
am sonntag ist es im norden recht freundlich vor allem richtung süden regnet es gebietsweise im bergland auch schnee,SONNTAG NORD SCHOEN BESONDERS SUED MEISTENS REGEN BERG IX AUCH SCHNEE
am montag im süden nur noch wenig regen sonst sonne wolken und nebel,MONTAG SUED WENIG REGEN SONST SONNE WOLKE NEBEL
und nun die wettervorhersage für morgen mittwoch den siebten april,JETZT WETTER MORGEN MITTWOCH SIEBTE APRIL
auch morgen beschert uns das hoch viel sonnenschein verschwindet dann aber richtung osten,MORGEN NOCH HOCH KOMMEN SONNE UEBERWIEGEND ABER DANN NORD KOMMEN
im westen machen sich währenddessen tiefausläufer mit ihren wolken bemerkbar die aber erst gegen abend vereinzelt ein paar tropfen bringen können,WEST REGION MOEGLICH TIEF KOMMEN WOLKE IM-VERLAUF ABEND BISSCHEN REGEN KOENNEN
in der nacht ist es verbreitet klar oder nur gering bewölkt nur hier und da bildet sich nebel besonders in tälern und windgeschützten senken,NACHT HAUPTSAECHLICH KLAR HIMMEL WENIG WOLKE MANCHMAL NEBEL BEISPIEL TAL ODER WIND WEHEN NEBEL KOENNEN
im tagesverlauf tauchen im westen einige lockere wolken auf die westlich des rheins gegen abend dichter werden aber es bleibt weitgehend trocken,DANN IM-VERLAUF WEST REGION WOLKE BISSCHEN DANN LAND REGION MEHR WOLKE MEISTENS TROCKEN
die aussichten in der südosthälfte bleibt es am donnerstag noch recht freundlich sonst gibt es mehr wolken als sonne und vereinzelt schauer,WIE-AUSSEHEN WAS NORD DONNERSTAG BESSER SONNE WEST REGION HAUPTSAECHLICH WOLKE MANCHMAL REGEN
ab freitag dann überall wechselhaft und es wird auch wieder kühler,FREITAG WECHSELHAFT MEHR KALT
und nun die wettervorhersage für morgen donnerstag den dreizehnten mai,MORGEN WETTER WIE-AUSSEHEN DONNERSTAG DREIZEHN MAI
deutschland liegt innerhalb einer ausgedehnten tiefdruckzone,DEUTSCH LAND VIEL TIEF KOMMEN
sie reicht von südwesteuropa bis nach skandinavien,EUROPA SUEDWEST SKANDINAVIEN REGION
dabei bleibt es kühl,DURCH KUEHL
heute nacht regnet es im nordwesten nur leicht im süden teilweise kräftig,HEUTE NACHT NORDWEST BISSCHEN REGEN SUED REGEN KOENNEN
sonst ist es meist trocken aber wolkenverhangen einige freundliche abschnitte gibt es im osten sowie an der nordsee,REGION MEHR TROCKEN WOLKE HIMMEL IX ES-GIBT SONNE
der wind weht morgen schwach bis mäßig und kommt aus nord bis nordwest,WIND WEHEN SCHWACH MAESSIG WEHEN
heute nacht werte zwischen neun und zwei grad am tag im bergland und bei regen einstellige werte im osten bis siebzehn grad,HEUTE ABEND NEUN BIS ZWEI GRAD TAG BERG BIS NEUN OST BIS SIEBZEHN GRAD KOENNEN
am freitag regnet es vor allem im süden und osten hier und da am ehesten zeigt sich die sonne im nordwesten,FREITAG BESONDERS SUED OST REGEN BESONDERS SONNE NORDWEST
am sonntag regnet es im südosten kräftig im norden und westen ist es zeitweise freundlich im westen aber auch schauer,SONNTAG SUEDOST DANN REGEN NORDWEST FREUNDLICH WEST SCHAUER
guten abend liebe zuschauer,ABEND POSS-EUCH
in den nächsten zwei tagen wird es ein bisschen wärmer und vor allen dingen auch wieder sonniger regen erwarten wir kaum,ZWEI-TAG IN-KOMMEND WARM STEIGEN BIS SONNE REGEN NEG-KAUM NEG-KAUM KAUM
der fällt über westeuropa dort formiert sich dieses regengebiet zieht weiter zur nordsee aber auch ein neues schon auf portugal und spanien zu,WEST EUROPA REGION REGEN ZONE REGEN NORD STROEMEN NEU KOMMEN PORTUGAL UND SPANIEN
und auch im östlichen mittelmeer haben wir einen herbststurm der zieht allerdings jetzt ab mit dauerregen mit gewittern und sturmböen,AUCH OST REGION HERBST WIND DANN REGEN VERSCHWINDEN
ja und bei uns ist es eher ruhig und das heißt heute nacht gibt es wieder nebelfelder die vor allem in süddeutschland,REGION DEUTSCH LAND RUHIG HEUTE NACHT NEBEL KOENNEN BESONDERS SUED
im norden ziehen noch ein paar wolkenfelder vorüber und im süden bei klarem himmel wird es am kältesten immerhin kriegen wir noch leichten frost bis minus drei grad,NORD WOLKE KOMMEN SUED REGION KLAR KALT STERN KOENNEN SEHEN BISSCHEN FROST BIS MINUS ACHT DREI
deutlich milder bleibt es unter den wolken norddeutschlands,IX REGION MILD WOLKE HIMMEL IX
und morgen haben wir dann die höchsten temperaturen im westen zu erwarten immerhin wieder fünfzehn bis siebzehn grad westlich des rheins,MORGEN STEIGEN WEST ZWISCHEN FUENFZEHN BIS SIEBZEHN GRAD
sonst im norden und im osten auch wärmer als heute mit zehn bis vierzehn grad,REGION IX MEHR WARM ALS HEUTE ZEHN BIS VIERZEHN GRAD
es wird überwiegend sonnig mit ein paar wolkenfeldern die werde norddeutschland noch ein bisschen dichter sein,MEISTENS SONNE REGION KAUM WOLKE HIMMEL IX WOLKE HIMMEL
und dazu kommt nachmittags dieser starke südwind,NACH MITTAG STARK WEHEN
in süddeutschland ist der wind nicht so stark deshalb halten sich erstmal die nebelfelder aber nachmittags gibt es föhn an der alpennordseite und dann ist schluss mit dem nebel,REGION NEG-STARK ERST NEBEL DICHT NACH MITTAG FOEHN WEHEN DANN SCHLUSS NEBEL
ja nebel kann es vielleicht auch am samstag geben aber es wird überwiegend sonnig vielleicht fallen im westen ein paar regentropfen,SAMSTAG AUCH NEBEL MEISTENS SONNE VIELLEICHT WEST BISSCHEN REGEN
sonntag und montag wird es meist trocken teils sonnig teils auch wolkig,SONNTAG MONTAG MEISTENS TROCKEN TEILWEISE SONNE UND WOLKE
ihnen einen schönen abend und machen sie es gut,SCHOEN ABEND GUT POSS-EUCH
und nun die wettervorhersage für morgen mittwoch den neunundzwanzigsten september,JETZT WETTER VORAUSSAGE MITTWOCH NEUN ZWANZIG SEPTEMBER
das hoch über skandinavien macht sich morgen vor allem im nordwesten deutschlands bemerkbar,SKANDINAVIEN WETTER GUT NORDWEST DEUTSCHLAND KOMMEN BESSER REGION
unbeständig dagegen bleibt es noch im süden und osten,ABER NOCH SUED SUEDOST KOMMEN BEWOELKT
die luft die zu uns strömt ist ziemlich kühl,LUFT WEHEN BESONDERS KALT WEHEN
in der nacht regnet es im süden und osten hier und da sonst nur ganz vereinzelt ein paar tropfen,SUED REGEN SEHEN REGION BISSCHEN REGEN BISSCHEN
stellenweise breitet sich nebel aus,STELLENWEISE AUCH BISSCHEN NEBEL
am tag teilweise lücken in der wolkendecke teilweise ist es stark bewölkt,TAG BISSCHEN MOEGLICH SONNE BISSCHEN STARK WOLKE WECHSELHAFT
am freundlichsten wird es im nordwesten im osten und süden regnet oder schauert es mancherorts,NORDWEST SCHOEN SONNE REGION HABEN2 OST MEHR REGEN
im norden und osten morgen schwacher bis mäßiger wind im erzgebirge und an der ostsee mitunter starke böen sonst weht der wind meist nur schwach,NORD NORDOST BISSCHEN SCHWACH WEHEN ERZ STURM HAUPTSAECHLICH WEHEN NUR SCHWACH WEHEN
heute nacht zehn grad in frankfurt am main drei grad im nordwesten dort kann es bodenfrost geben,HEUTE NACHT FRANKFURT ZEHN GRAD NORD NORDWEST DREI GRAD MOEGLICH BODEN FROST NORDWEST
am tag zehn grad im vogtland und siebzehn grad am rhein,TAG ZEHN GRAD V LAND SIEBZEHN GRAD FLUSS
die aussichten am donnerstag ist es in der osthälfte länger freundlich in der westhälfte mehr wolken als sonne und gebietsweise regen,VORAUS AUSSEHEN DONNERSTAG OST MEHR SONNE WEST MEHR WOLKE WENIG SONNE
ähnlich sieht es auch am freitag und am samstag aus,AUCH FREITAG AUCH SAMSTAG AUCH DASSELBE
und nun die wettervorhersage für morgen dienstag den dreizehnten april,MORGEN WETTER WIE-AUSSEHEN DIENSTAG DREIZEHN APRIL
tiefer luftdruck beeinflusst nach wie vor das wetter im süden und in der mitte deutschlands,SUED MITTE REGION TIEF KOMMEN
der norden dagegen profitiert von hohem luftdruck,NORD GUT HOCH KOMMEN
daran ändert sich auch am mittwoch noch nichts,DANN MITTWOCH GLEICH-BLEIBEN
am tag im norden viel sonne im süden und in der mitte liegen die wolken mehr oder weniger dicht beieinander hier und da regnet oder schauert es,TAG SONNE SUED MITTE REGION BEWOELKT HIMMEL REGEN IX KOENNEN
am nachmittag einzelne kurze gewitter,NACH MITTAG GEWITTER IX KOENNEN
der nordostwind weht schwach bis mäßig stellenweise auch frisch,WEHEN SCHWACH MAESSIG WIND
heute nacht sechs grad im rhein main gebiet minus drei grad an den alpen,HEUTE NACHT REGION SECHS GRAD MINUS DREI ALPEN
am tag acht grad in oberfranken und sechzehn grad am niederrhein,TAG ACHT REGION UND SECHSZEHN GRAD NIEDER FLUSS
am freitag mal sonne mal wolken vor allem an den alpen und im nordosten regnet es etwas im norden ist es windig,FREITAG WECHSELHAFT SONNE WOLKE BESONDERS ALPEN REGION REGEN KOENNEN NORD WIND
und nun die wettervorhersage für morgen dienstag den dreizehnten juli,JETZT MORGEN WIE-AUSSEHEN WETTER DIENSTAG DREIZEHN JULI
die kaltfront eines nordseetiefs überquert uns von west nach ost,NORD TIEF KALT KOMMEN
dabei gibt es zum teil unwetterartige gewitter es bestehen entsprechende warnungen des deutschen wetterdienstes,WIND REGEN STARK SCHON DEUTSCH WETTER DIENST WARNUNG
hinter der gewitterfront fließt dann von westen etwas kühlere atlantikluft nach deutschland,WEST KOMMEN KUEHL WEHEN
sonst halten sich zunächst noch viele wolken aber am nachmittag scheint wieder häufiger die sonne,REGION WOLKE TRUEB NACH MITTAG SPAETER VERSCHWINDEN SONNE
in der nacht sind bei gewittern schwere sturm vereinzelt auch orkanartige böen dabei,HEUTE NACHT GEWITTER STARK WIND TEILWEISE ORKAN KOENNEN
morgen von schauer und gewitterböen abgesehen meist schwacher bis mäßiger an der see auch frischer westwind,MORGEN SCHAUER GEWITTER BISSCHEN EINIGERMASSEN SONST SCHWACH WEHEN
in der eifel heute nach dreizehn an der spree bis zweiundzwanzig grad,HEUTE NACHT EIFEL DREIZEHN SUED BIS ZWEI ZWANZIG GRAD
an der nordsee morgen achtzehn in der lausitz und im breisgau bis dreißig grad,NORD ACHTZEHN REGION WIEDER DREISSIG GRAD
in den nächsten tagen verbreitet sonnig und wieder heißer,IN-KOMMEND HAUPTSAECHLICH SONNE MEHR HEISS
vor allem in den nachmittag und abend stunden muss in einigen regionen wieder mit zum teil heftigen gewittern gerechnet werden,BESONDERS NACH MITTAG UND ABEND IX KOENNEN REGEN GEWITTER STARK
liebe zuschauer guten abend,LIEB ZUSCHAUER GUT ABEND
der westen heute von der sonne eindeutig begünstigt wie hier in bremerhaven oder auch in düsseldorf schien die sonne dort zehn grad plus,WEST REGION MEHR HABEN VORTEIL BREMEN HAVEN REGION ODER DUESSELDORF REGION AUCH SONNE ZEHN GRAD PLUS
viel kälter war es in der osthälfte und diese wetterlage ist sehr stabil,OST MEHR KALT WETTER SO STABIL BLEIBEN
weiterhin kaltluft im osten mit ein bisschen schnee von westen aber der nächste regen erst zum sonntag,MEHR OST KALT LUFT REGION BISSCHEN SCHNEE WEST MEHR REGEN BESONDERS SONNTAG REGEN
das heißt also heute nacht höchstens ein paar nebelfelder teilweise klar im osten da können ein paar schneeflocken rieseln und es wird ziemlich kühl heute nacht,HEUTE NACHT BISSCHEN NEBEL ORT TEIL KLAR REGION OST REGION MOEGLICH BISSCHEN SCHNEE HEUTE ABEND KOENNEN KUEHL
morgen bleibt es bei leichtem dauerfrost im äußersten nordosten richtung südwesten wird es deutlich milder immerhin so sechs bis acht grad plus,MORGEN BLEIBEN LEICHT BISSCHEN DAUER FROST NORDOST SUEDWEST MEHR VERSCHWINDEN SECHS BIS ACHT GRAD UNGEFAEHR PLUS
und dazu gibt es dort auch mehr sonne als wolken da können so fünf bis acht sonnenstunden zusammen kommen,DAZU AUCH MEHR SONNE ALS WOLKE FUENF BIS ACHT SONNE STUNDE UNGEFAEHR SONNE
dagegen bleibt es über der osthälfte doch trübe örtlich kann es noch etwas schneien am alpenrand fällt auch noch etwas schnee oder regen aber viel wird es insgesamt nicht werden,OST REGION MEHR WOLKE ORT MOEGLICH BISSCHEN SCHNEE BERG IX AUCH BISSCHEN SCHNEE ODER REGEN AB INSGESAMT VIEL REGEN NEG-HABEN
und in den nächsten tagen bleiben diese temperaturgegensätze wie sie sehen fast konstant,MEHR TAG TEMPERATUR UNTERSCHIED WIE-IMMER WIE-IMMER FAST WEITER
das heißt weiterhin kalt im osten weiterhin mild im südwesten das wetter relativ ruhig,OST WEITER KALT MILD WEST SUEDWEST MILD TEMPERATUR WETTER RUHIG
